DIANE GONZALEZ      	481-986-4922
FRED MORGAN         	593-646-5632
ROGER GRAY          	220-959-3971
ANGELA MARTIN       	495-348-7377
LINDA DIAZ          	549-658-1390
LARRY PEREZ         	499-513-2078
GARY WILSON         	700-914-1756
FRANK BENNETT       	936-442-8282
LORI HALL           	527-312-6031
VIRGINIA JACKSON    	414-163-9826
MARTHA ROBERTS      	616-952-6923
DONALD ROBINSON     	510-646-1344
MARY TURNER         	290-717-1019
PATRICK ROSS        	571-902-6579
ALBERT MORRIS       	670-604-3116
SHARON SIMMONS      	298-349-8386
PATRICK BENNETT     	268-489-7618
ELIZABETH WOOD      	351-529-4171
HELEN THOMAS        	901-104-4799
HAROLD BARNES       	289-459-1659
RUBY COOPER         	593-617-5861
JOSEPH PHILLIPS     	762-494-4819
TINA WATSON         	208-895-1323
PAUL MURPHY         	780-195-4865
LAURA WASHINGTON    	775-188-6923
TERESA RUSSELL      	472-765-4577
BRUCE COOK          	423-559-5218
TODD GRAY           	329-418-8462
LILLIAN BROWN       	742-278-9760
EVELYN CLARK        	785-496-1971
ERIC MOORE          	365-168-2841
DENNIS SCOTT        	858-322-3662
DENISE SANCHEZ      	449-583-6413
KATHERINE COOK      	457-842-7282
CLARENCE GRIFFIN    	310-406-5082
DEBORAH WOOD        	385-613-8785
FRANK BUTLER        	396-862-5765
BARBARA ADAMS       	756-793-9974
RALPH LONG          	789-754-6482
ALBERT THOMAS       	625-559-7213
DOUGLAS WATSON      	716-298-7127
EMILY KELLY         	329-976-3815
PETER LONG          	264-843-1057
VIRGINIA ALEXANDER  	442-940-7842
JERRY COLEMAN       	671-842-6061
JANE KELLY          	552-557-7123
JOSEPH EDWARDS      	362-846-1069
KELLY EVANS         	513-106-7334
NANCY EDWARDS       	730-675-8033
KEITH KELLY         	522-902-1376
KELLY RAMIREZ       	614-819-7209
JUDITH COLEMAN      	647-801-3978
ANN MITCHELL        	657-632-4170
BENJAMIN TURNER     	352-534-3020
JEFFREY RODRIGUEZ   	502-150-8214
MARGARET THOMPSON   	258-660-7711
RYAN WILSON         	842-144-2058
CHRIS EDWARDS       	778-630-1413
RYAN BAKER          	646-853-4155
LISA HOWARD         	912-859-7002
BRENDA MORGAN       	846-812-4734
CYNTHIA CLARK       	780-876-3391
ASHLEY DIAZ         	668-652-4039
GARY MITCHELL       	533-569-5345
ALBERT JONES        	281-974-5901
JUAN COOK           	331-685-4279
JULIA WARD          	688-442-2217
TIMOTHY LEWIS       	487-786-3053
DONALD HOWARD       	860-496-7884
FRANK CARTER        	648-481-5277
BRANDON LOPEZ       	299-624-7348
REBECCA MILLER      	492-300-2700
LOUIS TORRES        	804-656-6655
KENNETH MARTINEZ    	641-678-1008
LOIS GONZALES       	441-493-8687
VIRGINIA WILSON     	482-594-9841
BETTY SIMMONS       	520-372-1517
WILLIE FOSTER       	265-671-1698
ANTHONY ALEXANDER   	758-475-6551
EMILY GONZALES      	745-428-4599
THERESA ANDERSON    	513-890-8355
EMILY GONZALES      	924-905-7498
EMILY DAVIS         	907-395-5337
JESSICA BROWN       	641-726-9207
JOYCE DIAZ          	599-232-9936
HENRY SANCHEZ       	680-674-2065
WILLIE PERRY        	234-287-8208
JEFFREY MORRIS      	785-356-8008
CLARENCE PETERSON   	470-556-8869
ALAN CARTER         	831-327-5795
ELIZABETH RAMIREZ   	606-229-4854
JESSICA LEWIS       	633-689-2307
LARRY MARTINEZ      	332-994-8104
JUDITH POWELL       	906-210-1418
ROSE PETERSON       	383-241-4795
DOUGLAS RIVERA      	674-151-2828
EDWARD ALEXANDER    	650-411-1144
ANNA SANCHEZ        	411-429-9548
FRANCES GARCIA      	296-555-7913
BOBBY WALKER        	291-615-5534
CHRISTOPHER GONZALEZ	802-796-9241
KATHERINE MORGAN    	570-491-8908
NANCY JACKSON       	256-855-3851
RAYMOND BROOKS      	773-634-3578
ALAN PRICE          	547-146-9497
CAROLYN PARKER      	704-896-7325
WAYNE SIMMONS       	300-702-9013
GEORGE MARTINEZ     	881-325-4361
LISA NELSON         	791-964-6818
GLORIA EVANS        	496-753-7928
JANET SMITH         	885-931-4255
JESSE FLORES        	430-873-8556
KEITH MARTIN        	767-723-2714
THERESA MORRIS      	766-399-4059
PAMELA RICHARDSON   	342-155-1175
BONNIE JACKSON      	508-381-5722
ANTONIO MURPHY      	593-785-3886
BRUCE TURNER        	816-631-2846
CRAIG WASHINGTON    	648-348-9946
ADAM PEREZ          	778-236-2488
LOIS LEE            	906-952-8821
BEVERLY HILL        	315-681-4655
HOWARD RICHARDSON   	608-107-8023
BRENDA WARD         	742-657-8364
KATHLEEN PARKER     	829-308-5413
JUDY JONES          	336-664-3467
PHYLLIS COLLINS     	621-693-8890
KELLY JONES         	826-786-6064
BILLY CLARK         	301-244-1886
ALICE RICHARDSON    	320-350-4610
ARTHUR HAYES        	859-693-4600
STEPHEN GONZALEZ    	755-930-6703
WILLIAM SIMMONS     	696-446-4668
STEVE PERRY         	263-501-6064
LARRY COOK          	543-758-8608
DEBRA WATSON        	479-315-9901
BRENDA ALLEN        	466-625-9782
NANCY LEE           	303-399-6408
JESSE RAMIREZ       	558-942-3647
JUSTIN RICHARDSON   	313-759-4217
JOAN ROBERTS        	366-915-5825
MARIA JONES         	732-116-2190
HENRY TAYLOR        	358-522-7011
BARBARA WILLIAMS    	853-695-5520
TODD JAMES          	732-448-1754
CHERYL TAYLOR       	403-630-1477
CLARENCE GONZALES   	250-812-6891
LAWRENCE LEE        	588-335-4195
BRUCE WRIGHT        	845-460-9800
ADAM PEREZ          	971-831-8398
PAUL ROSS           	208-835-7734
CHRIS ANDERSON      	669-349-8746
VICTOR WOOD         	357-734-1631
ANNIE RUSSELL       	793-367-6583
PATRICIA GONZALEZ   	239-163-3143
BARBARA GREEN       	277-312-5868
GERALD PERRY        	708-409-8871
RALPH SMITH         	208-100-7547
KEVIN RICHARDSON    	785-138-7534
JANET BELL          	261-972-5717
PAUL HUGHES         	819-989-8900
JOSEPH NELSON       	453-462-8763
MARTHA GONZALEZ     	912-923-8783
GERALD HUGHES       	797-287-9390
CHRISTINE HILL      	928-956-9928
PHYLLIS BAKER       	843-946-2449
ANNIE ADAMS         	419-147-9672
RUSSELL PRICE       	582-837-3160
SANDRA PEREZ        	407-352-7286
BRUCE COLLINS       	914-441-8171
DEBORAH TURNER      	840-859-2422
FRED KING           	804-842-5057
THOMAS FOSTER       	829-172-8182
PHILIP GREEN        	252-537-7389
DENNIS MORGAN       	533-862-2569
JACQUELINE JONES    	252-258-5054
JIMMY WILSON        	584-752-7266
RANDY BAILEY        	213-111-2595
ERNEST WATSON       	219-501-8200
BEVERLY PATTERSON   	752-386-7273
PHYLLIS COOPER      	798-984-4863
KENNETH RODRIGUEZ   	759-994-2317
JUAN JOHNSON        	285-318-9255
RICHARD WILSON      	833-408-8997
JENNIFER JOHNSON    	519-691-9866
WAYNE WILLIAMS      	699-507-8917
VICTOR MITCHELL     	260-166-1385
JERRY COOK          	528-319-5379
CATHERINE HILL      	308-452-9899
ERIC WALKER         	301-709-9412
BRENDA WASHINGTON   	898-166-4487
CHRISTINA COLEMAN   	977-160-9701
FRANCES STEWART     	456-996-3266
EMILY PHILLIPS      	257-539-3330
JANE JONES          	528-865-4492
WAYNE YOUNG         	759-320-6276
LAURA RIVERA        	227-763-6679
SANDRA NELSON       	371-776-9248
KIMBERLY LOPEZ      	611-352-8531
WILLIE HILL         	916-700-8946
RALPH DIAZ          	546-450-8100
DEBRA FLORES        	259-408-9791
AMANDA ROGERS       	505-973-3313
WILLIE JONES        	205-355-4039
KENNETH TAYLOR      	236-706-8905
ANDREW CARTER       	937-980-4857
DONALD DAVIS        	813-554-1945
AMY CAMPBELL        	266-672-8115
VIRGINIA MARTIN     	332-671-5986
JACQUELINE GONZALES 	951-473-8003
LILLIAN BAILEY      	923-438-1752
SCOTT DIAZ          	305-558-7278
RYAN RAMIREZ        	623-209-6094
LORI BENNETT        	253-552-6662
ROY COOK            	404-291-1733
DEBORAH EDWARDS     	906-241-9035
KENNETH PERRY       	371-371-2582
CAROLYN PRICE       	777-249-1002
DAVID MORGAN        	705-783-6425
PETER KING          	798-566-6895
RONALD REED         	699-142-7628
DONNA SANDERS       	392-485-2573
JERRY RODRIGUEZ     	485-812-5507
SARAH TORRES        	555-917-9304
AMY POWELL          	354-305-6558
MICHELLE HOWARD     	946-900-3430
IRENE HILL          	578-228-2472
CYNTHIA WILLIAMS    	600-476-1165
BONNIE JACKSON      	917-976-7257
ANDREA GREEN        	698-412-6348
JOAN RUSSELL        	283-666-3301
NICHOLAS POWELL     	639-145-2589
ANTONIO COLEMAN     	494-720-5098
JUDITH GARCIA       	237-412-8615
JUSTIN WRIGHT       	228-342-6996
EARL DIAZ           	202-696-2651
BEVERLY JACKSON     	697-882-3684
WILLIE HOWARD       	369-988-7853
JEREMY TURNER       	792-816-4835
PATRICK BUTLER      	472-269-1537
JASON BUTLER        	655-508-5046
DOUGLAS PARKER      	436-277-4672
LILLIAN SMITH       	505-680-3010
JAMES THOMAS        	302-256-7423
JANICE YOUNG        	681-592-4378
ANGELA RAMIREZ      	298-435-7851
NICOLE WALKER       	790-743-5027
SEAN HAYES          	898-596-9907
JOHNNY THOMPSON     	502-755-3478
WILLIE KING         	631-870-8121
WANDA BROOKS        	320-230-8622
ROGER MOORE         	825-803-4301
DIANE ADAMS         	295-155-9885
MATTHEW ANDERSON    	362-349-2669
CHERYL GONZALEZ     	706-988-3604
JUAN GARCIA         	498-517-5391
STEVE RIVERA        	693-244-9440
ANTHONY HAYES       	410-817-2833
JIMMY HERNANDEZ     	860-917-4638
BILLY ROSS          	340-569-6524
EMILY HARRIS        	901-748-9825
PATRICK WOOD        	746-468-5275
CYNTHIA HENDERSON   	322-572-2608
BENJAMIN WILLIAMS   	281-602-4234
JUAN RICHARDSON     	852-519-5682
JUAN BAKER          	277-489-8496
KATHRYN HAYES       	765-615-7537
PATRICIA COLLINS    	301-769-7178
DIANE GONZALEZ      	233-474-1412
PETER FLORES        	823-639-4187
RUSSELL WATSON      	710-153-3592
BRUCE GREEN         	337-984-1329
ERNEST RAMIREZ      	566-251-5591
LORI THOMPSON       	386-594-5365
TINA HENDERSON      	660-822-2147
JEREMY WATSON       	814-505-8048
MARK LEWIS          	900-785-2605
TIMOTHY MITCHELL    	889-408-7046
STEPHEN BAKER       	764-384-9183
BETTY CARTER        	538-224-4784
BOBBY MOORE         	212-990-1109
LINDA PEREZ         	985-851-9613
KEITH BAILEY        	872-675-7080
MARY ROSS           	816-670-3225
ROSE SIMMONS        	759-387-2140
BOBBY ALEXANDER     	253-407-1714
EMILY PHILLIPS      	684-313-9617
FRANK WILLIAMS      	501-302-9194
DOUGLAS COOK        	562-124-7178
RONALD BENNETT      	439-370-3339
JOE TAYLOR          	644-365-4276
DIANA GONZALES      	748-807-3798
RUBY DIAZ           	344-700-1373
BOBBY GONZALEZ      	281-272-9389
ROY PRICE           	708-106-2667
FRANCES COOPER      	271-210-7889
ROBERT HOWARD       	498-675-3311
EUGENE WILLIAMS     	928-443-6054
MELISSA WARD        	895-749-8698
KATHERINE ALEXANDER 	253-134-4317
JULIE REED          	814-579-2438
CRAIG MARTIN        	674-185-6450
ELIZABETH EDWARDS   	639-976-3271
ANTHONY KELLY       	285-798-5327
ANN RAMIREZ         	971-278-9054
JIMMY JAMES         	927-334-8380
ROGER GRIFFIN       	755-676-7436
JOYCE STEWART       	627-748-7380
CARL GRAY           	489-439-9387
LISA JONES          	377-473-1519
EMILY THOMPSON      	511-178-7912
ANNE COOK           	421-511-5548
DENISE NELSON       	412-420-7615
TAMMY YOUNG         	228-383-5654
ANTONIO BRYANT      	979-591-1093
STEPHEN CAMPBELL    	250-453-2781
JERRY PARKER        	527-977-5932
CAROLYN LOPEZ       	648-170-9689
BEVERLY MURPHY      	235-976-6605
WILLIE CLARK        	323-878-4183
ADAM BROOKS         	372-473-2552
ASHLEY COLLINS      	635-827-7221
FRANK ROGERS        	459-802-8502
CHRISTINE EDWARDS   	761-635-5979
DAVID BAKER         	612-464-4043
AMANDA HENDERSON    	369-250-1815
SHAWN TAYLOR        	256-599-4048
SARA CARTER         	258-242-9923
ANDREW RIVERA       	268-582-5323
TERESA LEWIS        	731-794-6362
WILLIE LEWIS        	431-815-7390
SCOTT LEWIS         	274-857-6425
DONALD PEREZ        	659-687-1040
CHRIS HALL          	911-742-7358
RUSSELL YOUNG       	361-767-8242
MICHAEL COOPER      	723-573-3660
RUBY WILSON         	321-260-6591
JEFFREY WHITE       	506-662-8066
CHERYL THOMAS       	873-500-9647
LILLIAN GARCIA      	539-536-3307
PATRICIA HAYES      	721-709-1897
EUGENE RUSSELL      	630-513-9507
JUSTIN SANDERS      	276-736-6516
CARLOS GARCIA       	595-104-4583
LOUIS GREEN         	882-981-9500
RALPH PARKER        	587-441-3221
BONNIE ALEXANDER    	329-470-9459
WALTER THOMAS       	602-330-8712
WANDA WRIGHT        	764-254-6274
PHYLLIS GARCIA      	643-492-8015
ADAM NELSON         	732-216-3554
DOUGLAS PHILLIPS    	983-696-8512
RONALD ALEXANDER    	894-666-7686
JUSTIN HALL         	688-387-4217
BILLY WOOD          	767-769-6476
SHARON CARTER       	665-462-1961
GREGORY ADAMS       	568-674-7333
JUDY WATSON         	921-509-1599
CHARLES HOWARD      	692-862-9635
CHERYL COX          	424-409-6522
EVELYN MORRIS       	790-827-4534
MARTIN HOWARD       	968-777-9561
MATTHEW PARKER      	825-968-2737
WANDA HAYES         	252-443-8926
MARY MURPHY         	359-540-7622
ASHLEY CAMPBELL     	361-171-6717
LOUISE PEREZ        	330-590-6870
ROSE MARTIN         	979-549-6557
EUGENE NELSON       	880-351-1178
PHILLIP MURPHY      	826-945-6660
DIANE JONES         	761-311-6951
JACK WASHINGTON     	434-262-9670
KATHY JOHNSON       	955-890-6281
VICTOR ALLEN        	409-411-8071
CARL BARNES         	551-322-8753
CYNTHIA PERRY       	949-662-2268
BARBARA GONZALES    	961-495-3937
CHRISTINA WILLIAMS  	712-491-6728
SANDRA WHITE        	508-772-5189
JERRY BAILEY        	538-352-1427
ALICE TORRES        	520-848-4511
DENNIS WILLIAMS     	874-484-8373
MICHELLE WARD       	555-827-3897
ANTONIO SANDERS     	944-242-8559
CLARENCE PEREZ      	901-391-4291
ANGELA COX          	380-125-2570
HAROLD MARTIN       	309-776-4862
GLORIA HILL         	432-397-3157
ANTHONY EDWARDS     	883-888-6621
JOSEPH MORRIS       	446-585-3619
KATHRYN PARKER      	494-939-8274
PETER RIVERA        	444-572-9600
PHILIP HUGHES       	406-987-7125
STEPHEN BAKER       	558-135-8900
JOSHUA CLARK        	599-510-8281
HEATHER WATSON      	688-551-8356
HENRY WATSON        	360-944-5132
JUDY RICHARDSON     	516-800-6488
HOWARD DIAZ         	965-839-3756
LINDA WHITE         	911-438-3987
KEITH COX           	787-576-3861
RALPH STEWART       	637-199-4912
JUAN JOHNSON        	612-536-4822
ERNEST WRIGHT       	738-502-1591
JOSEPH TURNER       	889-641-3192
JAMES RICHARDSON    	213-205-4420
DEBRA WARD          	498-204-5150
FRANK FOSTER        	619-822-5686
FRANCES HERNANDEZ   	898-717-8105
KENNETH PATTERSON   	261-669-8849
HELEN LEWIS         	459-652-4074
JOSEPH TURNER       	534-703-7419
JULIA PRICE         	377-144-3173
TINA PETERSON       	967-638-5406
DOUGLAS BENNETT     	489-574-1363
JUAN TORRES         	297-625-2038
STEVE GRAY          	894-915-1803
LOUISE MOORE        	854-812-9618
DENNIS NELSON       	797-183-9054
BENJAMIN BAILEY     	668-969-7884
JUAN ROGERS         	983-154-8553
CHRIS GREEN         	763-792-4722
TINA GRAY           	942-407-2616
TINA KELLY          	432-319-4675
MARILYN COOK        	653-275-4318
LOUIS ROSS          	386-671-4696
MARIE GREEN         	981-211-8814
MARILYN PHILLIPS    	256-486-4547
PHILIP COLEMAN      	437-385-6205
GEORGE RICHARDSON   	636-650-5479
KIMBERLY TAYLOR     	665-853-5048
LILLIAN NELSON      	864-881-5620
THOMAS COOK         	684-705-8679
ROSE RUSSELL        	843-857-3014
KENNETH KING        	910-856-4448
ERNEST WRIGHT       	799-394-1289
ANGELA BAKER        	774-141-4898
ANGELA LEWIS        	858-723-2235
SANDRA GONZALEZ     	505-725-3249
JACQUELINE JENKINS  	775-383-3035
JEREMY ROGERS       	329-897-1076
JOHN ANDERSON       	343-783-3996
JANET SANDERS       	369-605-5651
STEPHANIE RIVERA    	765-906-8606
DIANE RICHARDSON    	815-590-8285
MARK BRYANT         	486-927-7762
BRANDON CARTER      	563-545-7624
JANICE WOOD         	723-587-2193
ANTONIO RIVERA      	698-291-8948
SAMUEL WILLIAMS     	462-942-2447
ANDREW RICHARDSON   	237-142-8645
JUDITH KELLY        	287-865-5026
WALTER NELSON       	850-692-7772
CARLOS KELLY        	533-228-3607
ALBERT WILLIAMS     	353-651-4648
SHIRLEY BENNETT     	332-465-8190
SEAN THOMPSON       	784-538-9330
GARY WALKER         	936-795-2725
RONALD CLARK        	851-228-1335
MARIA WRIGHT        	619-199-9464
TINA JONES          	782-486-8525
SANDRA CLARK        	887-989-7140
ANDREW ALLEN        	818-149-6322
BRUCE WHITE         	357-399-3638
HARRY WARD          	850-130-4737
FRED GONZALEZ       	839-947-7336
JEREMY CLARK        	952-390-2144
JACK HALL           	875-916-2951
RAYMOND WASHINGTON  	763-438-2505
SAMUEL HARRIS       	915-652-2488
REBECCA BRYANT      	610-233-5297
DIANE RUSSELL       	901-797-8240
ANTONIO BRYANT      	578-688-9719
SCOTT ROSS          	204-195-1991
JOHNNY PHILLIPS     	976-498-7034
HEATHER PHILLIPS    	536-198-9038
BENJAMIN HALL       	394-745-8661
LOUISE SANDERS      	597-623-8021
MELISSA POWELL      	525-501-8278
DORIS HENDERSON     	838-486-7587
KENNETH BENNETT     	778-947-4215
EMILY MARTINEZ      	551-923-1071
JESSICA DAVIS       	490-457-7660
LOUISE LEE          	745-235-3454
MICHAEL BELL        	981-747-2496
JULIA MURPHY        	840-889-5943
EARL WRIGHT         	544-776-3420
MICHELLE COLLINS    	497-612-3805
HELEN GARCIA        	652-420-2119
PHILIP PRICE        	697-622-1543
NICHOLAS HOWARD     	314-381-7632
JANICE PERRY        	769-640-4184
ADAM EDWARDS        	353-963-5916
ADAM DAVIS          	475-101-8976
PHILLIP HALL        	868-824-5523
KATHY POWELL        	630-897-6861
AMY BAKER           	298-918-2940
GEORGE PHILLIPS     	647-284-2456
NICOLE STEWART      	373-561-4268
WAYNE MOORE         	245-917-2098
STEPHEN HAYES       	593-831-3771
ROY PETERSON        	492-382-7234
MICHAEL ROGERS      	703-907-9881
ANNIE THOMAS        	824-592-9291
ANTONIO EDWARDS     	916-259-1156
FRANK MURPHY        	803-823-1408
DORIS COLLINS       	274-623-4129
EDWARD PHILLIPS     	434-454-2513
GEORGE COLLINS      	484-786-8656
STEVEN PATTERSON    	567-281-3973
ANDREA WOOD         	430-577-4630
JESSICA DIAZ        	719-214-4956
DOROTHY LONG        	585-442-8722
KEVIN HUGHES        	307-379-5685
REBECCA SCOTT       	303-704-5030
AMANDA COLEMAN      	688-124-1723
PHYLLIS JONES       	898-437-8446
RUSSELL KELLY       	374-346-3222
PAMELA HOWARD       	670-205-8455
BRUCE RIVERA        	718-427-5130
LAURA GONZALEZ      	504-873-2407
JOHNNY MITCHELL     	476-973-9221
SHARON STEWART      	675-522-9012
STEVE FOSTER        	988-130-1517
JUDY REED           	770-741-5648
NICHOLAS GONZALEZ   	669-677-5075
DAVID BUTLER        	379-788-9476
RAYMOND SIMMONS     	408-586-6717
NORMA HAYES         	571-981-9891
MARIA PARKER        	579-466-9988
DIANA WRIGHT        	923-312-8143
BETTY JAMES         	507-739-7978
MARILYN NELSON      	760-937-4019
ADAM GARCIA         	722-489-3906
STEPHEN JONES       	533-357-6001
JASON MORGAN        	973-591-4763
SARA SANCHEZ        	229-769-9237
LILLIAN PRICE       	695-228-8086
KATHRYN COOK        	604-830-2731
KEITH MARTIN        	510-388-7583
DONALD MARTINEZ     	350-454-1911
ELIZABETH WRIGHT    	492-944-3763
MARTHA COLLINS      	932-771-1800
JENNIFER ANDERSON   	234-492-9655
JACK COLLINS        	616-883-5017
EMILY HILL          	743-716-9461
EMILY EVANS         	214-673-1832
MARGARET BRYANT     	318-281-1544
ANN ADAMS           	538-375-3619
BENJAMIN SIMMONS    	309-410-1860
ANNE ROSS           	933-297-2367
TERRY WILLIAMS      	436-584-6432
CHRIS MARTINEZ      	472-919-5501
JACQUELINE DIAZ     	598-323-4019
EMILY HENDERSON     	433-566-5633
LAWRENCE PRICE      	270-681-2775
PHILLIP HALL        	391-251-2474
VICTOR HOWARD       	455-719-6242
EUGENE PEREZ        	605-755-2465
JASON FOSTER        	248-838-5535
TODD COLEMAN        	457-306-7451
LOUISE WOOD         	401-906-4724
JUAN HILL           	220-305-7483
SANDRA NELSON       	274-388-7484
GEORGE WATSON       	880-697-2644
GREGORY HENDERSON   	928-697-6583
MICHAEL COLLINS     	704-916-9082
ALICE RICHARDSON    	488-470-7063
JOSE MOORE          	529-247-4567
ALBERT ROBINSON     	374-413-4328
JUAN STEWART        	539-885-7992
JULIE RUSSELL       	395-393-3462
KATHY DAVIS         	354-660-7546
ANTONIO YOUNG       	432-121-1398
ROGER COX           	519-485-1651
